name,artist,spotify_id,preview,img,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,acousticness_artist,danceability_artist,energy_artist,instrumentalness_artist,liveness_artist,speechiness_artist,valence_artist
Mood (feat. iann dior),24kGoldn,3tjFYV6RSFtuktYl3ZtYcq,https://p.scdn.co/mp3-preview/45cb08fdb67744ab7f1f172bb750e9c10415c37a?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273ff8c985ecb3b7c5f847be357,0.7,0.722,-3.5580000000000003,0.0369,0.221,0.0,0.272,0.7559999999999999,0.11826941176470593,0.7315882352941177,0.6812352941176469,1.627058823529412e-06,0.15999999999999998,0.12376470588235294,0.5668235294117645
Blinding Lights,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,0.514,0.73,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,0.2714394693877552,0.5748081632653063,0.6078734693877554,0.010594387632653057,0.20172775510204072,0.0868114285714287,0.3051893877551023
Dynamite,BTS,0t1kP63rueHleOhQkYSXFY,https://p.scdn.co/mp3-preview/a707728846c105f4d8552b8546c30b121bf517f0?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273755995e9ff2b1b0c753f5eb8,0.746,0.765,-4.41,0.0993,0.0112,0.0,0.0936,0.737,0.0993504435483871,0.6147983870967739,0.7864516129032252,4.374403225806452e-05,0.20260806451612887,0.12851491935483875,0.5333693548387088
ROCKSTAR (feat. Roddy Ricch),DaBaby,7ytR5pFWmSjzHJIeQkgog4,,https://i.scdn.co/image/ab67616d0000b27320e08c8cc23f404d723b5647,0.746,0.69,-7.956,0.16399999999999998,0.247,0.0,0.101,0.4970000000000001,0.09311292929292928,0.8292828282828286,0.6576262626262627,2.303434343434344e-06,0.17042525252525248,0.2847252525252526,0.6293737373737373
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,0PvFJmanyNQMseIFrU708S,,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,0.823,0.586,-6.606,0.2,0.114,0.0,0.193,0.34700000000000003,0.19152,0.6751428571428569,0.7026857142857142,0.00019416228571428573,0.2476685714285715,0.28010285714285715,0.4902285714285714
Laugh Now Cry Later (feat. Lil Durk),Drake,2SAqBLGA283SUiwJ3xOUVI,,https://i.scdn.co/image/ab67616d0000b27352c75ed37313b889447011ef,0.7609999999999999,0.518,-8.871,0.134,0.244,3.47e-05,0.107,0.522,0.9086756756756756,0.4242432432432433,0.3060540540540541,0.0002702345945945947,0.2445513513513513,0.11138108108108108,0.43529729729729744
Hawái,Maluma,4uoR6qeWeuL4Qeu2qJzkuG,https://p.scdn.co/mp3-preview/07037d916c2e4ea28cfe9f7489364d8bd18ff15e?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2734805528033046475b63f0fd5,0.787,0.728,-3.455,0.389,0.189,2.29e-05,0.0629,0.545,0.20086117647058827,0.7414901960784311,0.7596862745098041,8.848784313725494e-05,0.15650196078431375,0.12092156862745095,0.7071901960784311
Lemonade,Internet Money,02kDW379Yfd5PzW5A6vuGt,,https://i.scdn.co/image/ab67616d0000b273d46a8fffbe6c8630784f04da,0.799,0.66,-6.153,0.079,0.256,0.0,0.111,0.471,0.189,0.698,0.6596666666666667,0.0,0.181,0.11533333333333333,0.35700000000000004
Savage Love (Laxed - Siren Beat),Jawsh 685,1xQ6trAsedVPCdbtDAmk0c,https://p.scdn.co/mp3-preview/d709526bcdffa6683f85c9255c2fd4e7871ba04c?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273e3eb3b8feeafb746ecf659e7,0.767,0.481,-8.52,0.0803,0.234,0.0,0.269,0.7609999999999999,0.11646666666666668,0.7463333333333333,0.5736666666666667,0.4613333333333334,0.3016666666666667,0.1001,0.8929999999999999
Head & Heart (feat. MNEK),Joel Corry,6cx06DFPPHchuUAcTxznu9,https://p.scdn.co/mp3-preview/a860b3fe04f480539af5f08b3672bb2ecff71b6b?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27391e93c59bacfe819db9601eb,0.7340000000000001,0.8740000000000001,-3.158,0.0662,0.168,1.14e-05,0.0489,0.905,0.0946,0.6970000000000001,0.9209999999999999,1.9e-05,0.159,0.0424,0.722
Heather,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,,https://i.scdn.co/image/ab67616d0000b27388e3cda6d29b2552d4d6bc43,0.35700000000000004,0.425,-7.301,0.0333,0.584,0.0,0.322,0.27,0.3140825,0.570625,0.5913749999999999,5.399375e-06,0.14340624999999996,0.0765375,0.4666874999999999
Holy (feat. Chance The Rapper),Justin Bieber,5u1n1kITHCxxp8twBcZxWy,,https://i.scdn.co/image/ab67616d0000b273572c68f79b356c21202e248c,0.6729999999999999,0.7040000000000001,-8.056000000000001,0.36,0.196,0.0,0.0898,0.3720000000000001,0.2429022208588957,0.6424171779141108,0.6250981595092024,0.0042171369325153365,0.16335705521472396,0.08268159509202462,0.5617840490797544
you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,https://p.scdn.co/mp3-preview/47afb10323067e827310e5898e4d52c8bdbe72ee?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2730c2c97099fd6a637ed0aa4a4,0.642,0.374,-9.386,0.0545,0.7859999999999999,0.0,0.0906,0.0799,0.4949294117647059,0.617,0.4101764705882353,2.5585882352941173e-05,0.17207058823529414,0.06610588235294118,0.3098823529411765
UN DIA (ONE DAY) (Feat. Tainy),J Balvin,0EhpEsp4L0oRGM0vmeaN5e,,https://i.scdn.co/image/ab67616d0000b273312bd86cc2db22fde885ee73,0.5710000000000001,0.693,-8.234,0.0545,0.00536,0.0,0.173,0.393,0.1378857142857143,0.7521238095238096,0.7254190476190473,0.009048335619047616,0.17222761904761902,0.14337619047619046,0.6562571428571431
POPSTAR (feat. Drake),DJ Khaled,6EDO9iiTtwNv6waLwa1UUq,https://p.scdn.co/mp3-preview/f06dde25172503546a3b136fba9822a89866a2d3?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273efaecb4b9cbae7c120d14617,0.8,0.56,-4.8180000000000005,0.261,0.057,0.0,0.134,0.45,0.056927199999999976,0.6345405405405405,0.7531621621621625,3.464864864864865e-07,0.2975675675675676,0.1594675675675675,0.4824324324324325
Breaking Me,Topic,3H7ihDc1dqLriiWXwsc2po,,https://i.scdn.co/image/ab67616d0000b273ca801dab96017456b9847ac2,0.789,0.72,-5.652,0.218,0.223,0.0,0.129,0.664,0.223,0.789,0.72,0.0,0.129,0.218,0.664
Mood Swings (feat. Lil Tjay),Pop Smoke,5rZlwNFl01HqLWBQGryKSm,,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,0.48,0.602,-6.335,0.368,0.487,0.0,0.0848,0.269,0.19152,0.6751428571428569,0.7026857142857142,0.00019416228571428573,0.2476685714285715,0.28010285714285715,0.4902285714285714
death bed (coffee for your head),Powfu,7eJMfftS33KTjuF7lTsMCx,https://p.scdn.co/mp3-preview/d951d03a53af76165e0f8550ce0319d526c6910d?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273bf01fd0986a195d485922167,0.726,0.431,-8.765,0.135,0.731,0.0,0.696,0.348,0.39325,0.8095,0.40875,6.192625000000001e-05,0.2340875,0.131225,0.322375
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,2MbdDtCv5LUVjYy9RuGTgC,https://p.scdn.co/mp3-preview/3748f897bbea6068b383ea857ace01b9a5236a06?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273b5f0a8d46cef9647548c64dc,0.904,0.723,-5.224,0.26,0.0631,0.0,0.185,0.835,0.058266666666666675,0.8530666666666669,0.5947999999999999,0.0006229913333333334,0.13132666666666665,0.16418666666666668,0.5921333333333334
Come & Go (with Marshmello),Juice WRLD,2Y0wPrPQBrGhoLn14xRYCG,,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,0.625,0.8140000000000001,-5.181,0.0657,0.0172,0.0,0.158,0.535,0.18227728671328666,0.6822727272727279,0.6197762237762235,0.0019676615384615387,0.2259916083916085,0.17096853146853147,0.4499580419580417
What You Know Bout Love,Pop Smoke,1tkg4EHVoqnhR6iFEXb60y,,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,0.7090000000000001,0.5479999999999999,-8.493,0.353,0.65,1.59e-06,0.133,0.5429999999999999,0.19152,0.6751428571428569,0.7026857142857142,0.00019416228571428573,0.2476685714285715,0.28010285714285715,0.4902285714285714
Wishing Well,Juice WRLD,2U5WueTLIK5WJLD7mvDODv,,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,0.65,0.613,-6.13,0.128,0.00336,0.0,0.267,0.0804,0.18227728671328666,0.6822727272727279,0.6197762237762235,0.0019676615384615387,0.2259916083916085,0.17096853146853147,0.4499580419580417
Go Crazy,Chris Brown,1IIKrJVP1C9N7iPtG6eOsK,https://p.scdn.co/mp3-preview/cd1e4584425d4be8eae7489d704a36c3166a0065?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27363e0ddbb488d0eeec0e738fc,0.755,0.578,-8.932,0.145,0.316,0.0,0.25,0.581,0.1018924382978722,0.6608510638297873,0.640302127659575,7.828408510638298e-05,0.17256382978723406,0.13003148936170206,0.4863744680851062
Midnight Sky,Miley Cyrus,27ycaQnQAxaPiyeg3nr2aB,https://p.scdn.co/mp3-preview/837e5649e915ca76f814a3923612703ed7fed29d?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273d59c3c489691c8b41043cab2,0.705,0.8140000000000001,-5.466,0.0346,0.00115,0.00312,0.203,0.259,0.09438032876712332,0.5686164383561643,0.7358493150684932,8.239315068493153e-05,0.17055205479452054,0.0639821917808219,0.4478630136986301
Take You Dancing,Jason Derulo,59qrUpoplZxbIZxk6X0Bm3,https://p.scdn.co/mp3-preview/a571ff5fe255c4a51a609afa67bafd821ea396bf?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27354eab2e4aa8b8706b6b526d2,0.789,0.711,-4.248,0.041,0.0332,0.0,0.0876,0.753,0.08691088888888887,0.6414888888888889,0.7283999999999998,3.705333333333333e-06,0.19735777777777785,0.10745333333333333,0.6183777777777777
Dance Monkey,Tones And I,2XU0oxnq2qxCpomAAuJY8K,https://p.scdn.co/mp3-preview/535ffea66207a0fc07d57fbaea7b5594be797f9b?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273c6f7af36ecdc3ed6e0a1f169,0.8240000000000001,0.588,-6.4,0.0924,0.6920000000000001,0.000104,0.149,0.513,0.5005000000000001,0.7606666666666667,0.5558333333333335,3.4666666666666665e-05,0.19816666666666666,0.08050000000000003,0.4495
ily (i love you baby) (feat. Emilee),Surf Mesa,62aP9fBQKYKxi7PDXwcUAS,,https://i.scdn.co/image/ab67616d0000b273b3de5764cc02f94714487c86,0.674,0.774,-7.567,0.0892,0.0686,0.00188,0.393,0.33,0.0432,0.6806666666666668,0.7093333333333334,0.0006266666666666666,0.193,0.058133333333333335,0.43933333333333335
Someone You Loved,Lewis Capaldi,7qEHsqek33rTcFNT9PFqLf,,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2,0.501,0.405,-5.6789999999999985,0.0319,0.7509999999999999,0.0,0.105,0.446,0.6428466666666668,0.5946333333333332,0.4496999999999999,0.0,0.14051999999999995,0.04339333333333335,0.32733333333333337
GREECE (feat. Drake),DJ Khaled,35RJhm1pEovTBwnNR0zWad,https://p.scdn.co/mp3-preview/730e8f890f342ab3efd4b734a314cfea2407efb7?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2737db0d21fc5696a3fcedfb933,0.695,0.343,-10.798,0.0432,0.0743,1.04e-06,0.107,0.229,0.056927199999999976,0.6345405405405405,0.7531621621621625,3.464864864864865e-07,0.2975675675675676,0.1594675675675675,0.4824324324324325
Stuck with U (with Justin Bieber),Ariana Grande,4HBZA5flZLE435QTztThqH,,https://i.scdn.co/image/ab67616d0000b2732babb9dbd8f5146112f1bf86,0.597,0.45,-6.658,0.0418,0.223,0.0,0.382,0.537,0.2286584713375795,0.6288726114649683,0.6089171974522289,0.001027056942675159,0.20032038216560505,0.08820254777070066,0.4592796178343952
Circles,Post Malone,21jGcNKet2qwijlDFuPiPb,,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,0.695,0.762,-3.497,0.0395,0.192,0.00244,0.0863,0.5529999999999999,0.3193973170731708,0.6315853658536588,0.6078414634146344,0.015336055975609747,0.14221219512195118,0.08460000000000002,0.3787926829268293
The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,1H7KnK26kc1YyellpbINEn,,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,0.49,0.618,-5.655,0.104,0.0221,3.77e-06,0.259,0.28600000000000003,0.19152,0.6751428571428569,0.7026857142857142,0.00019416228571428573,0.2476685714285715,0.28010285714285715,0.4902285714285714
Memories,Maroon 5,2b8fOow8UzyDFAE27YhOZM,,https://i.scdn.co/image/ab67616d0000b273b8c0135a218de2d10a8435f5,0.764,0.32,-7.209,0.0546,0.8370000000000001,0.0,0.0822,0.575,0.12949015602836875,0.6531276595744685,0.7240212765957446,1.0932553191489363e-05,0.21692127659574453,0.05773687943262418,0.5667021276595745
The Box,Roddy Ricch,0nbXyq5TXYPCO7pr3N8S4I,https://p.scdn.co/mp3-preview/52c74a85b9b187b8f51bfe1c7b19a25f7624161a?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273600adbc750285ea1a8da249f,0.8959999999999999,0.586,-6.687,0.0559,0.104,0.0,0.79,0.642,0.18420890625000005,0.7849843749999998,0.627953125,1.34721875e-05,0.16756562499999986,0.22968125,0.44465625
bad guy,Billie Eilish,2Fxmhks0bxGSBdJ92vM42m,,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,0.701,0.425,-10.965,0.375,0.328,0.13,0.1,0.562,0.6273825352112676,0.6205774647887324,0.3530450704225353,0.09790654816901408,0.1714366197183098,0.13586056338028166,0.25924929577464784
Wonder,Shawn Mendes,5KCbr5ndeby4y4ggthdiAb,,https://i.scdn.co/image/ab67616d0000b2733d9621bb2904dc57a60a6b36,0.333,0.637,-4.904,0.0581,0.131,1.8e-05,0.149,0.132,0.3216096666666665,0.6144666666666668,0.602883333333333,1.981e-06,0.13041833333333333,0.07672166666666667,0.5318499999999999
Tusa,KAROL G,7k4t7uLgtOxPwTpFmtJNTY,,https://i.scdn.co/image/ab67616d0000b273ddd3154c58e15a8bdb63bbcc,0.8029999999999999,0.715,-3.28,0.298,0.295,0.000134,0.0574,0.574,0.3396573684210528,0.7327894736842104,0.7357368421052632,0.0009553089473684213,0.1609578947368421,0.11320526315789475,0.5403684210526315
Mad at Disney,salem ilese,7aGyRfJWtLqgJaZoG9lJhE,,https://i.scdn.co/image/ab67616d0000b2731cb068e27f83975bc827586e,0.738,0.621,-7.313,0.0486,0.424,7.39e-06,0.6920000000000001,0.715,0.424,0.738,0.621,7.39e-06,0.6920000000000001,0.0486,0.715
HIGHEST IN THE ROOM,Travis Scott,3eekarcy7kvN4yt5ZFzltW,https://p.scdn.co/mp3-preview/d9b90990dab9d8376d05c5d4a6b7ac3e99c03763?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273e42b5fea4ac4c3d6328b622b,0.598,0.4270000000000001,-8.764,0.0317,0.0546,5.83e-06,0.21,0.0605,0.1443984236453202,0.7004827586206902,0.6079999999999997,0.0011170188177339901,0.20018029556650244,0.11478719211822665,0.34624482758620684
Still Don't Know My Name,Labrinth,6N22FZs2ZhPBYi3b9XPajV,https://p.scdn.co/mp3-preview/2f3df1d334b61c34fbf5e9baf75d5e02897c0964?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,0.316,0.63,-5.962999999999999,0.117,0.471,0.262,0.205,0.313,0.3605450000000001,0.5080999999999999,0.5263500000000001,0.10654104100000003,0.117535,0.08545500000000003,0.3238
Rain On Me (with Ariana Grande),Lady Gaga,24ySl2hOPGCDcxBxFIqWBu,,https://i.scdn.co/image/ab67616d0000b273c8583f0bd97d3042d4971acf,0.672,0.855,-3.764,0.0397,0.021,0.0,0.32299999999999995,0.6459999999999999,0.0914578075675676,0.6591405405405404,0.7507891891891892,0.01341301972972973,0.2430724324324325,0.06416054054054056,0.5299113513513516
Robbery,Juice WRLD,6Hj9jySrnFppAI0sEMCZpJ,,https://i.scdn.co/image/ab67616d0000b273af149eb4002f65f83afc63c4,0.685,0.6920000000000001,-5.122000000000001,0.0457,0.328,0.0,0.153,0.578,0.18227728671328666,0.6822727272727279,0.6197762237762235,0.0019676615384615387,0.2259916083916085,0.17096853146853147,0.4499580419580417
Put Your Records On,Ritt Momney,6AGOKlMZWLCaEJGnaROtF9,https://p.scdn.co/mp3-preview/43e2f68fc66eb394aebab52b14afde64607f0e77?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273d52d8eb3be188231e120dbbd,0.399,0.491,-10.778,0.0538,0.0563,0.0008900000000000002,0.11,0.151,0.0563,0.399,0.491,0.0008900000000000002,0.11,0.0538,0.151
Smile (with The Weeknd),Juice WRLD,6wQlQrTY5mVS8EGaFZVwVF,,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,0.6940000000000001,0.685,-6.535,0.133,0.224,0.0,0.124,0.306,0.18227728671328666,0.6822727272727279,0.6197762237762235,0.0019676615384615387,0.2259916083916085,0.17096853146853147,0.4499580419580417
Party Girl,StaySolidRocky,5RqR4ZCCKJDcBLIn4sih9l,https://p.scdn.co/mp3-preview/734041c8149469e7b104713d2c5ae209eab54003?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273f3fb166b5515fb19b070773c,0.728,0.431,-9.966,0.0622,0.7490000000000001,0.0,0.0996,0.629,0.7490000000000001,0.728,0.431,0.0,0.0996,0.0622,0.629
Be Kind (with Halsey),Marshmello,3Z8FwOEN59mRMxDCtb8N0A,,https://i.scdn.co/image/ab67616d0000b273fdf2e993e10e67396b3bf759,0.63,0.633,-7.087999999999999,0.0457,0.007759999999999999,0.0,0.0541,0.452,0.06235452631578945,0.6516052631578948,0.8031052631578945,0.02770928921052632,0.1886894736842105,0.07461842105263157,0.3788947368421053
Before You Go,Lewis Capaldi,7ce20yLkzuXXLUhzIDoZih,,https://i.scdn.co/image/ab67616d0000b273f6cda6c81dd1c2d5783fbd2d,0.459,0.575,-4.8580000000000005,0.0573,0.604,0.0,0.0885,0.183,0.6428466666666668,0.5946333333333332,0.4496999999999999,0.0,0.14051999999999995,0.04339333333333335,0.32733333333333337
everything i wanted,Billie Eilish,3ZCTVFBt2Brf31RLEnCkWJ,,https://i.scdn.co/image/ab67616d0000b273f2248cf6dad1d6c062587249,0.7040000000000001,0.225,-14.454,0.0994,0.902,0.657,0.106,0.243,0.6273825352112676,0.6205774647887324,0.3530450704225353,0.09790654816901408,0.1714366197183098,0.13586056338028166,0.25924929577464784
Be Like That - feat. Swae Lee & Khalid,Kane Brown,5f1joOtoMeyppIcJGZQvqJ,https://p.scdn.co/mp3-preview/4f50fb968d7c3ad92748fdcaec6ab9071dc0535f?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273b670be86ddfa9d49caa56971,0.727,0.626,-8.415,0.0726,0.0469,2.58e-05,0.126,0.322,0.15455404444444448,0.5954222222222222,0.7049777777777776,1.3431111111111113e-05,0.1800955555555556,0.037197777777777774,0.5497333333333334
Stunnin' (feat. Harm Franklin),Curtis Waters,2D0dj3hVkRQJCp63cxCPEx,https://p.scdn.co/mp3-preview/c808d021da89d90917ec14086eb93d79182c6fd9?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273c8e201b69f790a7c6e7e1429,0.885,0.685,-6.4289999999999985,0.0627,0.33,0.0,0.14800000000000002,0.937,0.32899999999999996,0.9059999999999999,0.604,0.0,0.255,0.0746,0.899
Ice Cream (with Selena Gomez),BLACKPINK,2J4P46vCFm1rPkNkp9pZWX,,https://i.scdn.co/image/ab67616d0000b2733709f2400b95a7c6f22a7ee0,0.79,0.7290000000000001,-3.843,0.334,0.0342,9.31e-05,0.0411,0.904,0.1139883333333333,0.7016666666666667,0.7817500000000001,0.0001484275,0.2518833333333334,0.09519999999999997,0.5494166666666667
my future,Billie Eilish,2ygvZOXrIeVL4xZmAWJT2C,,https://i.scdn.co/image/ab67616d0000b273c6031b915b9ce1378be1200f,0.444,0.309,-10.956,0.062,0.795,0.132,0.35200000000000004,0.0875,0.6273825352112676,0.6205774647887324,0.3530450704225353,0.09790654816901408,0.1714366197183098,0.13586056338028166,0.25924929577464784
Believer,Imagine Dragons,0pqnGHJpmpxLKifKRmU6WP,,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a,0.7759999999999999,0.78,-4.374,0.128,0.0622,0.0,0.081,0.6659999999999999,0.145981076923077,0.5217606837606836,0.7152905982905988,0.012033913846153843,0.211565811965812,0.0615094017094017,0.3703606837606837
ROXANNE,Arizona Zervas,696DnlkuDOXcMAnKlTgXXK,https://p.scdn.co/mp3-preview/17c8499c72603f1a2726dd121eb245c445d1dd84?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273069a93617a916760ab88ffea,0.621,0.601,-5.6160000000000005,0.14800000000000002,0.0522,0.0,0.46,0.457,0.120525,0.7401666666666668,0.6805833333333334,2.5975e-06,0.21726666666666666,0.13946666666666668,0.5348333333333333
FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,4jVBIpuOiMj1crqd8LoCrJ,https://p.scdn.co/mp3-preview/06945b5c44f23c9e11d648c48076a942dfe075ac?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27370f2ab5608885749f7210b5f,0.835,0.6990000000000001,-5.405,0.277,0.00671,0.0,0.195,0.547,0.1443984236453202,0.7004827586206902,0.6079999999999997,0.0011170188177339901,0.20018029556650244,0.11478719211822665,0.34624482758620684
Say So,Doja Cat,3Dv1eDb0MEgF93GpLXlucZ,https://p.scdn.co/mp3-preview/1ddded6adc5b2f4e77088b793bd4e53123843f6c?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27382b243023b937fd579a35533,0.787,0.6729999999999999,-4.577,0.158,0.256,3.57e-06,0.0904,0.7859999999999999,0.2313653333333333,0.7285777777777778,0.6505555555555558,0.010028949111111107,0.14845555555555556,0.10786,0.5475466666666666
Adore You,Harry Styles,3jjujdWJ72nww5eGnfs2E7,https://p.scdn.co/mp3-preview/2dbeaa922270b3372d221f09c773a38696aed573?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,0.6759999999999999,0.7709999999999999,-3.675,0.0483,0.0237,7.000000000000003e-06,0.102,0.569,0.2688155769230769,0.5414615384615382,0.5867692307692305,0.016808884230769226,0.15620769230769233,0.03588846153846153,0.4068961538461537
Ride It,Regard,2tnVG71enUj33Ic2nFN6kZ,https://p.scdn.co/mp3-preview/278c488e5cd64d303bff3cacf7780ba2c045b2e4?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2735c27813ae019011fcb370c78,0.88,0.7509999999999999,-4.258,0.0874,0.177,6.43e-05,0.106,0.884,0.177,0.88,0.7509999999999999,6.43e-05,0.106,0.0874,0.884
"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",Super Yei,5DoLhdU27owX1NMrKLUbUl,https://p.scdn.co/mp3-preview/6914e287bf1c8a18d9c0849e18fcfe84a88de35a?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27355fd948694de3039b1f87c76,0.863,0.669,-5.952000000000001,0.282,0.111,0.0,0.0569,0.947,0.149,0.6559999999999999,0.662,8e-06,0.16,0.191,0.573
Falling,Harry Styles,1ZMiCix7XSAbfAJlEZWMCp,https://p.scdn.co/mp3-preview/755e88e49f038885df13efc6689381a2068e972d?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,0.5670000000000001,0.267,-6.502000000000002,0.0299,0.8390000000000001,1.46e-06,0.08900000000000001,0.0592,0.2688155769230769,0.5414615384615382,0.5867692307692305,0.016808884230769226,0.15620769230769233,0.03588846153846153,0.4068961538461537
Sunday Best,Surfaces,1Cv1YLb4q0RzL6pybtaMLo,,https://i.scdn.co/image/ab67616d0000b2733667dc27da7b24360d6050d0,0.878,0.525,-6.8320000000000025,0.0578,0.183,0.0,0.0714,0.6940000000000001,0.33396800000000004,0.7065200000000001,0.59728,0.00019756639999999999,0.17542000000000002,0.08658800000000001,0.6770400000000002
Godzilla (feat. Juice WRLD),Eminem,7FIWs0pqAYbP91WWM0vlTQ,,https://i.scdn.co/image/ab67616d0000b2732f44aec83b20e40f3baef73c,0.8079999999999999,0.745,-5.26,0.342,0.145,0.0,0.292,0.8290000000000001,0.14571972900763375,0.7295324427480914,0.7420293893129771,0.005104129007633592,0.2417158396946562,0.2742131679389313,0.5484790076335881
Supalonely,BENEE,4nK5YrxbMGZstTLbvj6Gxw,,https://i.scdn.co/image/ab67616d0000b27382f4ec53c54bdd5be4eed4a0,0.863,0.631,-4.689,0.0534,0.305,3.04e-05,0.123,0.8170000000000001,0.3457333333333333,0.7574444444444445,0.5743333333333334,1.0053333333333334e-05,0.1456444444444444,0.04195555555555555,0.5770000000000001
Daisy,Ashnikko,0AUvWawuP0ibk4SQ3sIZjk,https://p.scdn.co/mp3-preview/b5b6b76fee422639dfc6f872853d1bdc700fc839?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273a759c9110a458a97f767eb2d,0.8340000000000001,0.6629999999999999,-6.143,0.133,0.235,0.0,0.3720000000000001,0.774,0.028848333333333337,0.7046666666666667,0.5475,0.0,0.19813333333333336,0.14076666666666668,0.5693333333333334
Are You Bored Yet? (feat. Clairo),Wallows,57RA3JGafJm5zRtKJiKPIm,https://p.scdn.co/mp3-preview/d09dcc3195e04df650274c22ef7fff041b5d22f5?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27384feca0133d9a8e6539a8325,0.682,0.6829999999999999,-6.444,0.0287,0.156,2.32e-05,0.273,0.64,0.861,0.67,0.35700000000000004,6.14e-05,0.0828,0.0657,0.8340000000000001
7 rings,Ariana Grande,6ocbgoVGwYJhOv1GgI9NsF,,https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8,0.778,0.317,-10.732,0.334,0.5920000000000001,0.0,0.0881,0.327,0.2286584713375795,0.6288726114649683,0.6089171974522289,0.001027056942675159,0.20032038216560505,0.08820254777070066,0.4592796178343952
