name,artist,spotify_id,preview,img,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,acousticness_artist,danceability_artist,energy_artist,instrumentalness_artist,liveness_artist,speechiness_artist,valence_artist
Hail Mary,Makaveli,5wSmOzNF4IKTiNei97c4xO,https://p.scdn.co/mp3-preview/3399c67db788b4f7c4b9ba38dfd1bd83d1d32d52?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273c5ab61547ba29f1e64ee60f3,0.654,0.637,-6.915,0.293,0.158,1.28e-05,0.338,0.364,0.0938,0.893,0.5760000000000001,0.0,0.0758,0.35700000000000004,0.861
Go Gina,SZA,6Vmow8PuUaU7W1T2WWLZk2,https://p.scdn.co/mp3-preview/82a990402744997c5427620fd80cb92a8311f023?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2734c79d5ec52a6d0302f3add25,0.603,0.606,-6.634,0.114,0.799,0.0,0.391,0.463,0.6454047619047618,0.4965714285714286,0.4790238095238095,0.6017513476190475,0.14372619047619045,0.04580238095238095,0.4833761904761903
Doves In The Wind (feat. Kendrick Lamar),SZA,593W4qZOwwdqF6YnimJjL6,https://p.scdn.co/mp3-preview/300bd09a2ea5231ac4f8de61e8ef7bfd94711a18?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2734c79d5ec52a6d0302f3add25,0.6920000000000001,0.713,-4.489,0.35100000000000003,0.343,0.0,0.102,0.615,0.6454047619047618,0.4965714285714286,0.4790238095238095,0.6017513476190475,0.14372619047619045,0.04580238095238095,0.4833761904761903
Only in the West,Yeek,6cLxofxCjrFpQYtifjK5Vf,https://p.scdn.co/mp3-preview/0dbba3bbd9464bc774bddd9c87071f241f84c611?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2732b77dbfe33f66cd9b21b35ba,0.954,0.537,-6.871,0.0901,0.0723,0.0569,0.218,0.525,0.3207,0.7473333333333333,0.6273333333333333,0.22386466666666666,0.1595333333333333,0.16796666666666668,0.6206666666666666
Stop This Train,John Mayer,3E6iea9uEmB7gRru4lyP6h,https://p.scdn.co/mp3-preview/a827b6bc44d9f2d8ddea404e76412be86de0e4ac?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2737af5fdc5ef048a68db62b85f,0.619,0.4370000000000001,-11.755999999999998,0.0314,0.465,0.00609,0.0971,0.406,0.3856859574468085,0.5865999999999992,0.5358459574468083,0.04137322080851062,0.2783046808510638,0.03807276595744686,0.4726
Ocean Man,Ween,6M14BiCN00nOsba4JaYsHW,https://p.scdn.co/mp3-preview/a34c1a880f5c688fd9282beafec42ab13ab9a07b?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27335010b7368af2e4968d46f22,0.72,0.912,-6.13,0.0363,0.551,0.00122,0.0982,0.973,0.516,0.273,0.565,1.68e-06,0.0855,0.248,0.298
The Impression That I Get,The Mighty Mighty Bosstones,1ru5R5iSawvuMELqKXxLjS,,https://i.scdn.co/image/ab67616d0000b27381703eef6202ecf509d2cf55,0.418,0.945,-5.4060000000000015,0.118,0.0991,0.0123,0.23,0.696,0.03312185869565217,0.4613913043478262,0.8693043478260868,0.06192512391304349,0.1385782608695652,0.06712608695652175,0.7596521739130435
Flexicution,Logic,2c8sgbZoEanC3QyFNZxUcA,,https://i.scdn.co/image/ab67616d0000b273b497e0b2e0c08b470ee70648,0.782,0.713,-6.5760000000000005,0.0899,0.0619,0.00125,0.108,0.68,0.000102,0.39899999999999997,0.937,0.000542,0.608,0.0969,0.29
Wing$,Macklemore & Ryan Lewis,56LYsQITV7nEggGBVuu846,https://p.scdn.co/mp3-preview/5adc08e5b407e848f7146d95229c43dd06455f13?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273162f60d1c6de9aa46b138399,0.399,0.599,-6.987,0.204,0.362,0.0,0.188,0.0911,0.2425708333333333,0.6192500000000001,0.6733333333333333,0.00039698375,0.18333750000000004,0.19315833333333327,0.5393333333333336
Sick of Losing Soulmates,dodie,4hjbxjZpJ8H6qRCzDOGI0M,https://p.scdn.co/mp3-preview/9d3ab5e03b9ce901638060dd6b4663bdfc58db20?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2730640a12f042e8c0f4a66d18b,0.478,0.241,-17.122,0.0386,0.716,0.21600000000000005,0.354,0.11,0.5700000000000001,0.6058333333333333,0.4263333333333333,0.06366816666666668,0.28541666666666665,0.07651666666666666,0.419
Genghis Khan,Miike Snow,6MDijuuArPJv1vbp7K1x3f,https://p.scdn.co/mp3-preview/ce196a6b88f1c9fcb6bf01b89186508cfca6a75f?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27306eda68098c2a886a43685a8,0.688,0.847,-3.238,0.0508,0.04,2.81e-06,0.598,0.453,0.049233333333333316,0.6880000000000002,0.7981111111111109,0.012563461111111113,0.17676666666666666,0.046933333333333334,0.5459999999999999
Man in the Mirror,Michael Jackson,2u2udGmop1z67EPpr91km7,https://p.scdn.co/mp3-preview/b5dbd365b253f5f15cb67d48097d1475e3fad76e?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273d0593178c6c2594693ee34b7,0.794,0.7979999999999999,-5.6389999999999985,0.0366,0.429,1.16e-05,0.118,0.265,0.25530043431635385,0.7097158176943704,0.6932241286863278,0.045984615576407525,0.19616487935656848,0.06931045576407505,0.6253930294906169
ROADS UNTRAVELED,Linkin Park,1dYw8HTRJnFpeEeMtXj99a,https://p.scdn.co/mp3-preview/45222b9d45160ff2cb19c65481d33163a1de70e6?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273987fb4c5ec8790e9f637a4a4,0.599,0.7879999999999999,-6.25,0.0294,0.263,0.00525,0.155,0.581,0.07449974299065419,0.5514392523364481,0.8521682242990649,0.03399612803738318,0.27391495327102783,0.09932710280373838,0.4716939252336452
Crazy = Genius,Panic! At The Disco,6V68ItawQkQlZhYIf1S86C,https://p.scdn.co/mp3-preview/a4323cf9acbeebce2da65b598fddaa4eabc30f65?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27323152d9337d6c57b116ed13a,0.455,0.91,-4.464,0.166,0.00024700000000000004,0.0,0.107,0.447,0.13689449999999992,0.4862972972972978,0.7669459459459456,0.013746963243243242,0.22269999999999995,0.08229797297297298,0.4986851351351354
Middle of a Memory,Cole Swindell,38gZVjeaeR3gcnCzziAxBm,https://p.scdn.co/mp3-preview/5abfad39adfeb1909cd46bb06fd1d83377210708?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2736b80f812538bb20654be4aaf,0.531,0.746,-4.228,0.0329,0.0972,0.0,0.102,0.304,0.14623739130434785,0.5120434782608695,0.7494782608695651,3.3826086956521738e-06,0.17520000000000002,0.035956521739130436,0.4595652173913044
Beautiful Strangers,Kevin Morby,0prVUHQu2xr6pI5iEbKtxo,https://p.scdn.co/mp3-preview/51b9b98e0bb963544def6b674c42440aee748e9e?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27346633af0ff4de574ce199538,0.826,0.423,-11.127,0.0445,0.762,0.0689,0.105,0.8909999999999999,0.5115000000000001,0.7165,0.446,0.23445,0.10015,0.0371,0.688
Let's Dance - 2002 Remaster,David Bowie,4cVHMHgmWgudD399ZdhQ3L,https://p.scdn.co/mp3-preview/57bef4d4409bf29a5c4003a728e7fac1682f7bdf?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273d706bf752d9d31845b80d1e8,0.654,0.6409999999999999,-9.771,0.0482,0.00535,0.00321,0.209,0.794,0.2545773591928253,0.4978130044843042,0.5952681614349769,0.07640243932735427,0.2089748878923767,0.059765695067264486,0.5476336322869955
Up There,Post Malone,2rKmNEYrQxaOPZrOWKZpOc,,https://i.scdn.co/image/ab67616d0000b27355404f712deb84d0650a4b41,0.654,0.378,-8.107999999999999,0.0322,0.373,1.07e-05,0.0971,0.4370000000000001,0.3193973170731708,0.6315853658536588,0.6078414634146344,0.015336055975609747,0.14221219512195118,0.08460000000000002,0.3787926829268293
Tal Como Eres,Gerardo Ortiz,5iDnp09ecAvbywcRBkabXg,https://p.scdn.co/mp3-preview/c610fadd645365575965b2965d249082467386cd?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2732c6a551accd8849b38f44844,0.503,0.611,-5.464,0.0308,0.589,0.0,0.105,0.738,0.4552388888888889,0.634,0.7166944444444443,3.383888888888889e-06,0.20223333333333346,0.06642222222222223,0.8795555555555558
Champion Of Death,$uicideBoy$,4XQDrALwqj4J1YPqg58sDV,,https://i.scdn.co/image/ab67616d0000b273c45b16235992f5dffca1e705,0.8170000000000001,0.911,-2.153,0.0455,0.187,0.00173,0.42,0.34,0.12812262295081964,0.7652459016393444,0.6417049180327874,0.038454471147541004,0.2011950819672132,0.15591721311475404,0.29609590163934424
Gloria,Laura Branigan,15ob9SMGLWrexuPuyuMjKl,https://p.scdn.co/mp3-preview/5f28c781d9459459ce25e9288148902e23d9094b?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273f0f7c1d151ae7ad826643e2f,0.775,0.866,-3.5980000000000003,0.0295,0.135,0.0376,0.152,0.875,0.4194100000000001,0.6292999999999997,0.5596399999999999,0.019366685,0.14311,0.03603999999999999,0.5015000000000001
Let Me Explain,Bryson Tiller,1trZGMI2CGyVT44STkpCoN,https://p.scdn.co/mp3-preview/3424192e5df3f62d2f8904551e13ca7bdacc714e?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27301cf25142249e6911f7dd6e5,0.809,0.504,-3.201,0.15,0.00156,0.0,0.0856,0.525,0.22277499999999995,0.6395416666666666,0.5377083333333333,0.0004879108333333333,0.16683750000000006,0.1981333333333333,0.407625
Tu Traición,Grupo Bryndis,2ObbqCZZgwK8VowFYf0RPh,,https://i.scdn.co/image/ab67616d0000b273b8b0ea2f96c555e837eb2e52,0.728,0.68,-9.143,0.0342,0.199,0.000942,0.126,0.946,0.29623857142857113,0.6520714285714285,0.6815285714285713,0.007125881714285709,0.19565857142857151,0.041985000000000015,0.7998357142857142
Hallelujah,Panic! At The Disco,6TzJLISIitIzn1WtjDY0Op,https://p.scdn.co/mp3-preview/3422e38b6a4891ef8dba1bb1d7328153497f9c1c?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27323152d9337d6c57b116ed13a,0.578,0.8859999999999999,-4.348,0.0633,0.011,0.0,0.14300000000000002,0.615,0.13689449999999992,0.4862972972972978,0.7669459459459456,0.013746963243243242,0.22269999999999995,0.08229797297297298,0.4986851351351354
Immortal,J. Cole,6AGON2BGdPmPMJGiiNuuwl,,https://i.scdn.co/image/ab67616d0000b273f4ca75192df162f78a24023e,0.7440000000000001,0.43,-10.604,0.309,0.455,2.73e-06,0.126,0.266,0.28402458100558664,0.6639664804469269,0.5994636871508375,0.0035309297206703905,0.1908893854748603,0.25959329608938536,0.4111966480446927
I Am Moana (Song of the Ancestors),Rachel House,6uk7QQiWRDjPHSiSMZlez8,,https://i.scdn.co/image/ab67616d0000b2733505183cc0e24d2f7560174a,0.36,0.205,-11.576,0.0477,0.5710000000000001,0.0,0.0797,0.232,0.657,0.5335000000000001,0.4305,0.0,0.12585,0.11035,0.49
4 Your Eyez Only,J. Cole,1vvnYpYEMVB4aq9I6tHIEB,,https://i.scdn.co/image/ab67616d0000b273f4ca75192df162f78a24023e,0.701,0.485,-10.305,0.364,0.3670000000000001,6.31e-05,0.0852,0.496,0.28402458100558664,0.6639664804469269,0.5994636871508375,0.0035309297206703905,0.1908893854748603,0.25959329608938536,0.4111966480446927
Change,J. Cole,3pjUyVbFmM96tYhSaKJwTt,,https://i.scdn.co/image/ab67616d0000b273f4ca75192df162f78a24023e,0.74,0.523,-10.753,0.233,0.6659999999999999,0.0014199999999999998,0.0968,0.235,0.28402458100558664,0.6639664804469269,0.5994636871508375,0.0035309297206703905,0.1908893854748603,0.25959329608938536,0.4111966480446927
Live Well,Palace,2H30WL3exSctlDC9GyRbD4,,https://i.scdn.co/image/ab67616d0000b273929dae46c6b93942c7499b7d,0.496,0.644,-5.385,0.0269,0.264,0.0,0.0695,0.435,0.28571,0.7676000000000001,0.9209999999999999,0.104789958,0.20860000000000006,0.19086,0.7448
La Chona,Los Tucanes De Tijuana,6pq7EtEDWgD5Sh02RJaXK7,https://p.scdn.co/mp3-preview/b77c96ed9819b16e1ffa6666c2641739adb850d8?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273b9ac4651231d2e816203d3ac,0.84,0.713,-5.4110000000000005,0.0399,0.0167,0.0,0.359,0.965,0.2492492307692309,0.7621923076923077,0.631076923076923,0.0006187123076923077,0.15986538461538466,0.04698653846153848,0.9172307692307704
Shadowboxin',GZA,7bp5DfkdK1OAvNJ1U4HfDA,,https://i.scdn.co/image/ab67616d0000b27384b6abc19fb31fb382378bbc,0.7040000000000001,0.642,-10.11,0.39,0.00704,1.43e-06,0.161,0.72,0.1711352380952381,0.7105238095238096,0.6985238095238095,0.006039807142857143,0.3017047619047619,0.2538761904761905,0.4647809523809524
Magazine,$uicideBoy$,3bNCifwGPjqeeqzpjrFG9k,,https://i.scdn.co/image/ab67616d0000b273c45b16235992f5dffca1e705,0.8809999999999999,0.903,-0.955,0.0813,0.267,0.00253,0.109,0.272,0.12812262295081964,0.7652459016393444,0.6417049180327874,0.038454471147541004,0.2011950819672132,0.15591721311475404,0.29609590163934424
Fragile,Kygo,0L6UCE1Y0KX3MF2AtxlntI,https://p.scdn.co/mp3-preview/bc2735f546283e287964669e1f3345f2d596ad9a?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273094fa03b92a8d0df8bf93a40,0.47,0.422,-7.474,0.0522,0.177,0.000216,0.0879,0.218,0.28083384615384616,0.6296307692307691,0.6165692307692308,0.046083219076923074,0.13730307692307694,0.062498461538461565,0.3859676923076923
Take A Slice,Glass Animals,37adYGaYaAWTGhBaOzX4Fh,,https://i.scdn.co/image/ab67616d0000b273ec3d15eab5bd77027abc4b23,0.623,0.6609999999999999,-7.0,0.1,0.0212,0.000229,0.267,0.63,0.2965687777777778,0.6189074074074074,0.5025185185185186,0.04260264555555556,0.16410370370370375,0.05158888888888888,0.3736962962962963
Grindin',NF,3m6HMeFX6GIlGPMBcLEN6t,,https://i.scdn.co/image/ab67616d0000b27314c95b3975386061f46f3983,0.677,0.732,-6.86,0.171,0.194,0.0,0.0907,0.32,0.0002930633333333333,0.3103333333333333,0.8783333333333333,0.0005380333333333333,0.24600000000000002,0.06933333333333334,0.34700000000000003
You Say Run,Yuki Hayashi,0hHc2igYYlSUyZdByauJmB,https://p.scdn.co/mp3-preview/c0525008f9297d757b301b04abc4572c2c92d548?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273e6bba8f772f4a679d745780c,0.358,0.947,-5.102,0.0932,0.00141,0.964,0.145,0.35700000000000004,0.00141,0.358,0.9470000000000001,0.9640000000000001,0.145,0.0932,0.35700000000000004
Half Light,BANNERS,1tYOB844iD7HxHvPtwDPNu,,https://i.scdn.co/image/ab67616d0000b2738e0ee2f5b1187bf15516d40c,0.532,0.392,-7.502000000000002,0.0289,0.816,0.0,0.122,0.35200000000000004,0.315344,0.531,0.7374,0.0,0.1888,0.03706,0.5324000000000001
All I Wanna Do (feat. Hoody & 로꼬 Loco) [Korean Version],Jay Park,2c37Gkpu75l3kvh1FUZrHV,https://p.scdn.co/mp3-preview/eb2e61dcc9c9f10c5db1e1d410acd964771b7b68?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273905c1c7814f75f67d31942d9,0.4,0.7240000000000001,-6.064,0.253,0.375,0.0,0.0927,0.43,0.2965,0.5725,0.6965000000000001,0.0,0.09835,0.2475,0.5555
Stranded,Gojira,60fUDmIWuKhngaeBIVhqIV,https://p.scdn.co/mp3-preview/5ba91e5bf19ae040a43c1d3187a44c6f403e0030?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273422c622517ea0bd7eda33e08,0.513,0.88,-4.69,0.0309,9.59e-05,0.00614,0.0824,0.495,0.001330434375,0.32675,0.9220625000000002,0.16991725000000002,0.21580624999999992,0.08650000000000001,0.17704375
The Fighter,Keith Urban,5OUSPcqhYTOzpbXzoEvKim,,https://i.scdn.co/image/ab67616d0000b27354cf35cdbebd3ff59e9328b4,0.6809999999999999,0.845,-5.147,0.0525,0.0304,0.0,0.197,0.7609999999999999,0.20530071428571434,0.5914196428571429,0.7104375000000004,8.310401785714283e-05,0.1304375,0.03992321428571427,0.5734285714285717
Got You On My Mind,NF,3XeB1bCs6NSaLKmTkVbx6R,,https://i.scdn.co/image/ab67616d0000b27314c95b3975386061f46f3983,0.605,0.56,-7.358,0.038,0.171,1.14e-06,0.14,0.332,0.0002930633333333333,0.3103333333333333,0.8783333333333333,0.0005380333333333333,0.24600000000000002,0.06933333333333334,0.34700000000000003
Outlaw (feat. Luke Combs),Upchurch,0EC7AIDVljIgd6SfqCl3yE,https://p.scdn.co/mp3-preview/49d9c7d3b6cc6b36a021dfaa6e38068ed056ef14?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273062febdadba53e44fc303912,0.7340000000000001,0.616,-9.296,0.188,0.0271,0.0,0.27,0.421,0.182,0.6313333333333334,0.7033333333333333,0.0,0.184,0.0994,0.5343333333333333
Piece by Piece - Idol Version,Kelly Clarkson,3KbFtYPyVP6C7BQVgH2cCf,https://p.scdn.co/mp3-preview/2b78e71461880e0c0ae14fec79a175f103aa9f78?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27314e69bc0f311b329601b279a,0.561,0.245,-6.372000000000001,0.0344,0.904,0.0,0.0933,0.402,0.1477547792207792,0.541675324675325,0.7274285714285714,0.002688035324675325,0.16565194805194808,0.048985714285714285,0.4343246753246754
Love To Lay,The Weeknd,27BgDmciSjoxTG0almHTpZ,,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,0.711,0.807,-5.052,0.0608,0.052000000000000005,0.0,0.214,0.698,0.2714394693877552,0.5748081632653063,0.6078734693877554,0.010594387632653057,0.20172775510204072,0.0868114285714287,0.3051893877551023
"God, Your Mama, And Me",Florida Georgia Line,4VFE6ZNqa8jHAmbYICoAFg,,https://i.scdn.co/image/ab67616d0000b27305f4943d0f3a292234e74ab8,0.443,0.8170000000000001,-3.729,0.0511,0.318,0.0,0.374,0.652,0.117904017699115,0.5101327433628318,0.8701327433628316,7.397088495575219e-05,0.21320265486725656,0.044258407079646025,0.6433185840707961
The Mystic,Adam Jensen,1V8fHRK9qQeQqZWWfz9oNU,https://p.scdn.co/mp3-preview/9d2bc265b98c79bc91306e8497b55f834530e88f?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273a8252ccecae4ae0e840fc83b,0.557,0.721,-5.134,0.0416,0.35600000000000004,0.0,0.146,0.392,0.35600000000000004,0.557,0.721,0.0,0.146,0.0416,0.392
Sick Love,Red Hot Chili Peppers,6GsP3uMCd0Dn5T37C93waZ,https://p.scdn.co/mp3-preview/cc7db96c4aef501af2f087e4de5573f82fcb64c1?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27358406b3f1ac3ceaff7a64fef,0.591,0.794,-5.935,0.069,0.183,0.0,0.292,0.875,0.05668947671232879,0.547803652968036,0.8232648401826491,0.07569145561643839,0.18163744292237435,0.07757168949771691,0.5098511415525119
Pretty Boy,M2M,5pgdZyYh16sAUkDjrqGPej,https://p.scdn.co/mp3-preview/42f57227885db78677374abfdb66e0c54cc31d84?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273ae31a2f91db0455c6d63306d,0.579,0.611,-6.188,0.0223,0.0257,0.0,0.145,0.199,0.076825,0.60325,0.68825,1.16325e-05,0.16519999999999996,0.027675,0.52575
You Are My Sunshine,Nursery Rhymes 123,2eP2kKhFaTBWjnoi7LxLUm,https://p.scdn.co/mp3-preview/ec8be531074b002630c52d3960227b6c7a5aa2ac?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2731199b19067bd6d21c9e19378,0.502,0.17,-14.62,0.0322,0.954,0.0,0.115,0.381,0.9613333333333332,0.5106666666666666,0.1303,6.6666666666666675e-06,0.10163333333333334,0.03326666666666667,0.318
Un Montón De Estrellas,Polo Montañez,21iD8UKoYicaMmVISo6Pi4,https://p.scdn.co/mp3-preview/419294c31faa1549f26556de12bc06ce8e675692?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2738296848031aab0571d7f4e27,0.469,0.528,-10.359000000000002,0.0412,0.13699999999999998,0.0,0.0884,0.637,0.13699999999999998,0.469,0.528,0.0,0.0884,0.0412,0.637
"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,6XQHlsNu6so4PdglFkJQRJ,,https://i.scdn.co/image/ab67616d0000b2730bdf4dd39843ad48c5b66bc4,0.4920000000000001,0.116,-15.15,0.0379,0.899,1.93e-06,0.0889,0.434,0.7765,0.5065,0.18895,0.0120254825,0.099975,0.047450000000000006,0.33375
Sex,Cheat Codes,4CGGIk81BvfCZiscwFP6t0,,https://i.scdn.co/image/ab67616d0000b273f72b466f20c5cf3562cb9bc6,0.51,0.6920000000000001,-5.825,0.171,0.00451,0.0,0.138,0.209,0.15965333333333329,0.6435833333333333,0.7615000000000002,0.011091666666666666,0.19418333333333326,0.09865,0.5488333333333333
My Happiness,Powderfinger,2pxxVkNhrRST8fpgA12ru8,,https://i.scdn.co/image/ab67616d0000b273ceba92eb0f296101eca62342,0.445,0.823,-5.415,0.0302,0.0016300000000000002,0.0,0.43,0.487,0.0016300000000000002,0.445,0.823,0.0,0.43,0.0302,0.48700000000000004
Don't Let Me Down (feat. Daya) - Illenium Remix,The Chainsmokers,15BlympuVSfZFROojEMY2M,https://p.scdn.co/mp3-preview/c7721aa9e1a24f63604e4f3fce3acb074bff2049?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27317e91c66eac95d844e8595da,0.428,0.6559999999999999,-3.712,0.075,0.0751,0.181,0.15,0.355,0.105685,0.6053260869565218,0.6927391304347826,0.035612364782608694,0.1490456521739131,0.06132608695652175,0.3866260869565217
Quién Te Entiende,Crecer German,0VYFakqQG8p6yHrqq9TAoY,,https://i.scdn.co/image/ab67616d0000b2732142640372f873ee9a4c1b23,0.785,0.381,-5.9910000000000005,0.0348,0.6859999999999999,0.0,0.107,0.872,0.6859999999999999,0.785,0.381,0.0,0.107,0.0348,0.872
Pound The Alarm,Nicki Minaj,5kcE7pp02ezLZaUbbMv3Iq,,https://i.scdn.co/image/ab67616d0000b2734f0aae4e435a794e0e24d115,0.728,0.858,-3.686,0.0609,0.0403,4.09e-06,0.0241,0.591,0.12244798214285715,0.7232321428571432,0.6731205357142863,0.002078553794642858,0.22379196428571427,0.1959455357142858,0.4879906250000001
Hoy Ya Me Voy (feat. Franco de Vita),Kany Garcia,7vw2L7CJS7uXSX5gOty4Nt,https://p.scdn.co/mp3-preview/cf6ddcdfd7f615f14377fbe54ccddf0111e53252?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2733b6ecb7f77761e6f5a2c8787,0.531,0.29,-8.65,0.0407,0.918,0.0,0.205,0.454,0.5212000000000001,0.557,0.5488000000000001,5.92e-07,0.12115999999999999,0.033260000000000005,0.4024
We'll Be Coming Back (feat. Example),Calvin Harris,7B1Dl3tXqySkB8OPEwVvSu,https://p.scdn.co/mp3-preview/39967ad20ca1d5afff938d7b8e33ff8098da070b?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273dcef905cb144d4867119850b,0.596,0.952,-4.364,0.0873,0.00131,0.0,0.598,0.5710000000000001,0.0983082448979592,0.6876530612244901,0.8412040816326528,0.03186255448979592,0.19688163265306124,0.05207755102040817,0.5853265306122452
¿Qué Nos Pasó? (with Yuridia),Reyli Barba,4eE8rU7ymogVA74C8j2b2f,https://p.scdn.co/mp3-preview/cb3c4b9208601133a05b0a5a707b0f9aa779cd0a?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273ed71f152f0f0f655372b37c7,0.547,0.6629999999999999,-4.698,0.0294,0.521,0.0,0.146,0.281,0.3558571428571429,0.689857142857143,0.4772857142857143,0.0,0.12748571428571429,0.06062857142857143,0.4427142857142857
Silhouettes - Original Radio Edit,Avicii,06h3McKzmxS8Bx58USHiMq,,https://i.scdn.co/image/ab67616d0000b273013a8b3d2a0a8028622ffd5c,0.605,0.8,-6.235,0.0545,0.155,0.0562,0.121,0.836,0.06200564912280704,0.5755263157894734,0.801754385964912,0.1478395761403508,0.1820122807017544,0.047540350877193,0.4611228070175438
D (Half Moon),DEAN,3uA8SjMyDtwtt0jLPMQbVD,,https://i.scdn.co/image/ab67616d0000b27318974569625e8449a5497ef3,0.512,0.765,-5.252000000000002,0.136,0.246,0.0,0.0573,0.519,0.32975,0.5518750000000001,0.405,1.425e-06,0.17922500000000005,0.0270875,0.5013749999999999
Rock a Bye Baby,Nursery Rhymes 123,0thYKKLw11YVYkSlQAvN4K,https://p.scdn.co/mp3-preview/173597e417698e36007088e81e29def049ef6861?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2731199b19067bd6d21c9e19378,0.638,0.0789,-18.18,0.0308,0.987,2e-05,0.0839,0.295,0.9613333333333332,0.5106666666666666,0.1303,6.6666666666666675e-06,0.10163333333333334,0.03326666666666667,0.318
She's Like the Wind (feat. Wendy Fraser),Patrick Swayze,36EWx5B78n8sSfpmtKrUUV,https://p.scdn.co/mp3-preview/1a439088b9119c659154fdf7a66a88d1e344db8c?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273cb3f972145ced47e76a95c63,0.596,0.457,-10.046,0.0283,0.313,2.43e-05,0.118,0.207,0.21103333333333327,0.5816666666666667,0.4296666666666667,8.833333333333333e-05,0.1286,0.028200000000000006,0.21566666666666667
Hurts Like Hell,Fleurie,2kMAKtrAu16HVWxBnOwuhd,https://p.scdn.co/mp3-preview/260a7c8da450136e26efd0eb8d4616e952e200d4?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27368f4f701c75ee45ac9022ada,0.319,0.152,-13.380999999999998,0.0372,0.727,4.42e-05,0.107,0.091,0.5221428571428571,0.4791428571428572,0.4561428571428571,0.006292628571428573,0.16534285714285715,0.12425714285714284,0.193
Greyhound,Swedish House Mafia,0VffaI2jwQknRrxpECYHsF,,https://i.scdn.co/image/ab67616d0000b273781f6dd5abe91929df0314e3,0.723,0.8059999999999999,-4.989,0.0521,0.006659999999999999,0.8759999999999999,0.276,0.539,0.019234,0.6692,0.8011999999999999,0.34323110999999995,0.17687999999999998,0.05482000000000002,0.5188999999999999
Season 2 Episode 3,Glass Animals,4vcoNCrTtunmJ9q8srpVly,,https://i.scdn.co/image/ab67616d0000b273ec3d15eab5bd77027abc4b23,0.742,0.289,-7.832999999999997,0.115,0.5429999999999999,4.57e-05,0.228,0.71,0.2965687777777778,0.6189074074074074,0.5025185185185186,0.04260264555555556,0.16410370370370375,0.05158888888888888,0.3736962962962963
